X , Y , Z 

0.7574977278709412,1.0227982997894287,1.9493710112783447e-07
0.7448694705963135,1.0128743648529053,2.4849205715327116e-07
0.7413688898086548,1.0160561800003052,2.6037750444629637e-07
0.7463744878768921,1.0126161575317383,2.5349268639729416e-07
0.7463447451591492,1.0159165859222412,2.4827068045851775e-07
0.7458463311195374,1.019430160522461,2.485299717136513e-07
0.7451749444007874,1.0203869342803955,2.476456302247243e-07
0.7480611205101013,1.020003080368042,2.425178706744191e-07
0.752705454826355,1.0173497200012207,2.579866986707202e-07
0.750400722026825,1.0198349952697754,2.432389578643779e-07
0.7510738372802734,1.0175490379333496,2.3823827177693602e-07
0.754830539226532,1.0169346332550049,2.2954570511046768e-07
0.7592470049858093,1.0139284133911133,2.3510126823111932e-07
0.7645089626312256,0.996271014213562,2.6929896534966247e-07
0.7648649215698242,0.9844602346420288,2.9088482733641285e-07
0.75864577293396,0.9823508858680725,2.3321672415477224e-07
0.759537398815155,0.9740849733352661,2.45974462131926e-07
0.7580800652503967,0.9711551666259766,2.484479750819446e-07
0.7594951391220093,0.9473931193351746,2.6450510404174565e-07
0.761081874370575,0.9175793528556824,2.5998448904829274e-07
0.7634705305099487,0.8703580498695374,3.299706179404893e-07
0.7632999420166016,0.8556077480316162,2.6328143576392904e-07
0.7470316886901855,0.8502476811408997,2.4541469656469417e-07
0.7002589702606201,0.8758740425109863,2.092172479706278e-07
0.6692546606063843,0.8851786851882935,2.3743631061279302e-07
0.6266298890113831,0.8897350430488586,2.3204128751785902e-07
0.6025778651237488,0.8828326463699341,2.2205247773854353e-07
0.5550424456596375,0.876878023147583,2.131590264298211e-07
0.5277072787284851,0.8700571060180664,1.7138776797764876e-07
0.4829534590244293,0.8594392538070679,1.6147519943388033e-07
0.4559270143508911,0.8457394242286682,1.487416767531613e-07
0.42174917459487915,0.8325232863426208,1.6167385297194414e-07
0.4079127013683319,0.8259389400482178,1.405807665832981e-07
0.366378515958786,0.8332546949386597,1.8668026768864365e-07
0.3479374647140503,0.8458117246627808,3.317624930332386e-08
0.3369162082672119,0.8539934754371643,-3.9832350751112244e-08
0.34142714738845825,0.8602381348609924,-4.6837815403932836e-08
0.31067708134651184,0.8444368839263916,1.6743716457767732e-07
0.29123032093048096,0.8363446593284607,1.2037993712965545e-07
0.2971198558807373,0.8171789646148682,1.1647954067939281e-07
0.2863384783267975,0.7694612145423889,1.97947571223267e-07
0.2732471525669098,0.7424528002738953,1.6178614714590367e-07
0.2649674713611603,0.7076431512832642,1.7041512023752148e-07
0.25838807225227356,0.6972463130950928,1.6739915054131416e-07
0.25138577818870544,0.6798749566078186,1.5476467751796008e-07
0.24950268864631653,0.6700897216796875,1.4217522448234376e-07
0.2423323094844818,0.6429974436759949,1.600787555844363e-07
0.22826342284679413,0.6359102725982666,1.1670833544030756e-07
0.22042851150035858,0.6294451951980591,1.2352673195437092e-07
0.20835787057876587,0.6240986585617065,1.1997386195616855e-07
0.20241762697696686,0.621260404586792,9.96317908175115e-08
0.19865286350250244,0.6137979626655579,9.278046064764567e-08
0.1946282982826233,0.6104129552841187,8.826511077586474e-08
0.1943422108888626,0.6081439256668091,9.023802505225831e-08
0.1903287172317505,0.605560302734375,7.700673165800254e-08
0.18379153311252594,0.607719361782074,7.578235994287752e-08
0.18195317685604095,0.6072492599487305,9.19527209930493e-08
0.1833183467388153,0.6063705682754517,9.957414448535928e-08
0.17545026540756226,0.6067058444023132,9.525445676672462e-08
0.1688663363456726,0.6090801358222961,8.102728799030956e-08
0.16203966736793518,0.6100479364395142,8.706624043952615e-08
0.1445561796426773,0.6067897081375122,1.2783452518760896e-07
0.13503919541835785,0.605516791343689,1.0550910189977003e-07
0.12248007208108902,0.5997872352600098,1.187326859053428e-07
0.11483624577522278,0.5986321568489075,1.2816643391033722e-07
0.10683467984199524,0.5948481559753418,1.1620150530688989e-07
0.10854942351579666,0.5924097299575806,9.282630486495691e-08
0.10833410918712616,0.5927451252937317,1.436453231917767e-07
0.10598066449165344,0.5956312417984009,1.470544646053895e-07
0.10591140389442444,0.5944222211837769,1.5026546407170827e-07
0.10723235458135605,0.5923577547073364,1.590180431776389e-07
0.10415247082710266,0.5933994054794312,1.4732174236087303e-07
0.10306363552808762,0.5893351435661316,1.574346839561258e-07
0.09973077476024628,0.58063805103302,1.8985440419783117e-07
0.09651453793048859,0.5784866809844971,1.4281191340614896e-07
0.091792032122612,0.5768246054649353,1.54956339315504e-07
0.08891719579696655,0.5758476257324219,1.589411198210655e-07
0.08252166956663132,0.5769993662834167,1.505990212535835e-07
0.06883332878351212,0.5748522281646729,2.128734593043191e-07
0.06634998321533203,0.5736556649208069,1.621333609591602e-07
0.054841961711645126,0.5731386542320251,1.3360747175283905e-07
0.04980270937085152,0.5722776055335999,7.965122250652712e-08
0.039458055049180984,0.5718466639518738,9.984862714418341e-08
0.03342178463935852,0.5746641755104065,9.152520163979716e-08
0.03867237642407417,0.5693546533584595,1.0710774489552932e-07
0.04221105948090553,0.5732609033584595,1.1992254655979195e-07
0.03638960048556328,0.5752680897712708,4.357070082505743e-08
0.03342032805085182,0.573992908000946,8.182843913573379e-08
0.03722338750958443,0.5726543068885803,1.2082395528523193e-07
0.030221592634916306,0.5737104415893555,7.141483138184412e-08
0.0327506959438324,0.5755355358123779,7.72860673237119e-08
0.03338884562253952,0.5691401362419128,2.0424735680535377e-08
